company,lens_id,pub_number,title,abstract,pub_type,status,assignee,jurisdiction,filing_date,filing_year,pub_date,pub_year,cpc_codes,tech_category,inventor_count,family_id,family_size,filing_type,parent_id,relationship,claims_count,inventors
Virgin Galactic,SEED-VIR-0005,US010026917,Passenger restraint system for commercial suborbital flight,[Sample] Passenger restraint system for commercial suborbital flight.,granted_patent,granted,Virgin Galactic,US,2017-11-18,2017,2019-11-14,2019.0,B64D11/00,Aeronautics / Structures,2,FAM-VIR-0001,2,,,,22,
Virgin Galactic,SEED-VIR-0006,EP010026918,Acoustic signature reduction for air-launched rockets,[Sample] Acoustic signature reduction for air-launched rockets.,granted_patent,granted,Virgin Galactic,EP,2019-06-25,2019,2022-11-16,2022.0,B64D27/00,Aeronautics / Structures,4,FAM-VIR-0002,1,,,,9,
Virgin Galactic,SEED-VIR-0007,WO010026919,Thermal management for reusable composite spaceplane fuselage,[Sample] Thermal management for reusable composite spaceplane fuselage.,granted_patent,granted,Virgin Galactic,WO,2011-05-14,2011,2012-07-22,2012.0,B64C1/38,Aeronautics / Structures,1,FAM-VIR-0002,6,,,,10,
Virgin Galactic,SEED-VIR-0008,US010026920,Lifting body aerodynamic control surfaces for reentry,[Sample] Lifting body aerodynamic control surfaces for reentry.,patent_application,pending,Virgin Galactic,US,2015-08-07,2015,2016-06-20,2016.0,B64C30/00,Aeronautics / Structures,4,FAM-VIR-0002,4,,,,29,
Virgin Galactic,SEED-VIR-0009,US010026921,Reaction control system thruster for suborbital vehicles,[Sample] Reaction control system thruster for suborbital vehicles.,granted_patent,granted,Virgin Galactic,US,2015-03-25,2015,2017-04-22,2017.0,B64G1/26,Spacecraft / Launch Systems,4,FAM-VIR-0003,2,,,,13,
Virgin Galactic,SEED-VIR-0010,EP010026922,Automated pre-flight checklist system for commercial spaceflight,[Sample] Automated pre-flight checklist system for commercial spaceflight.,patent_application,pending,Virgin Galactic,EP,2020-12-03,2020,2021-01-02,2021.0,G05D1/00,Computing / Software,6,FAM-VIR-0003,3,,,,13,
Virgin Galactic,SEED-VIR-0011,WO010026923,Hybrid motor oxidizer injection system,[Sample] Hybrid motor oxidizer injection system.,patent_application,pending,Virgin Galactic,WO,2018-12-21,2018,2021-02-27,2021.0,F02K9/72,Rocket Propulsion,2,FAM-VIR-0003,1,,,,29,
Virgin Galactic,SEED-VIR-0012,WO010026924,Spaceplane wing structural reinforcement under rocket thrust,[Sample] Spaceplane wing structural reinforcement under rocket thrust.,patent_application,pending,Virgin Galactic,WO,2021-05-20,2021,2023-06-27,2023.0,B64C3/18,Aeronautics / Structures,1,FAM-VIR-0004,2,,,,26,
Virgin Galactic,SEED-VIR-0013,US010026925,Cabin window assembly for high-altitude pressure differential,[Sample] Cabin window assembly for high-altitude pressure differential.,granted_patent,granted,Virgin Galactic,US,2013-01-17,2013,2015-03-08,2015.0,B64C1/14,Aeronautics / Structures,6,FAM-VIR-0004,4,,,,8,
Maxar Technologies,SEED-MAX-0000,US010094472,High-resolution electro-optical imaging satellite bus,[Sample] High-resolution electro-optical imaging satellite bus.,granted_patent,granted,Maxar Technologies,US,2007-10-06,2007,2008-07-18,2008.0,B64G1/10,Spacecraft / Launch Systems,3,FAM-MAX-0000,2,,,,8,
Maxar Technologies,SEED-MAX-0001,US010094473,Synthetic aperture radar for Earth observation from LEO,[Sample] Synthetic aperture radar for Earth observation from LEO.,granted_patent,granted,Maxar Technologies,US,2021-02-22,2021,2022-03-21,2022.0,G01S13/90,Remote Sensing / GPS,3,FAM-MAX-0000,2,,,,12,
Maxar Technologies,SEED-MAX-0002,US010094474,GEO satellite bus with electric propulsion station keeping,[Sample] GEO satellite bus with electric propulsion station keeping.,granted_patent,granted,Maxar Technologies,US,2015-09-07,2015,2018-04-23,2018.0,B64G1/40,Spacecraft / Launch Systems,6,FAM-MAX-0000,1,,,,23,
Maxar Technologies,SEED-MAX-0003,EP010094475,Satellite image tasking and scheduling optimization algorithm,[Sample] Satellite image tasking and scheduling optimization algorithm.,granted_patent,granted,Maxar Technologies,EP,2021-09-09,2021,2023-10-21,2023.0,G06Q10/06,Computing / Software,2,FAM-MAX-0001,5,,,,15,
Maxar Technologies,SEED-MAX-0004,US010094476,On-orbit image compression and downlink management system,[Sample] On-orbit image compression and downlink management system.,granted_patent,granted,Maxar Technologies,US,2010-06-23,2010,2011-12-19,2011.0,H04N19/00,Satellite / Wireless Comms,6,FAM-MAX-0001,4,,,,28,
Maxar Technologies,SEED-MAX-0005,WO010094477,Geospatial data fusion from multi-source satellite imagery,[Sample] Geospatial data fusion from multi-source satellite imagery.,granted_patent,granted,Maxar Technologies,WO,2018-03-26,2018,2020-10-22,2020.0,G01C11/00,Remote Sensing / GPS,4,FAM-MAX-0001,5,,,,15,
Maxar Technologies,SEED-MAX-0006,EP010094478,High-throughput Ka-band satellite communications payload,[Sample] High-throughput Ka-band satellite communications payload.,patent_application,pending,Maxar Technologies,EP,2017-01-02,2017,2020-10-01,2020.0,H04B7/185,Satellite / Wireless Comms,5,FAM-MAX-0002,7,,,,22,
Maxar Technologies,SEED-MAX-0007,US010094479,Deployable large aperture reflector antenna for GEO satellites,[Sample] Deployable large aperture reflector antenna for GEO satellites.,granted_patent,granted,Maxar Technologies,US,2005-12-12,2005,2008-06-08,2008.0,H01Q15/14,Antenna Design,3,FAM-MAX-0002,4,,,,20,
Maxar Technologies,SEED-MAX-0008,US010094480,Satellite imaging scheduling for time-critical reconnaissance,[Sample] Satellite imaging scheduling for time-critical reconnaissance.,granted_patent,granted,Maxar Technologies,US,2009-01-09,2009,2012-02-27,2012.0,G06Q10/04,Computing / Software,6,FAM-MAX-0002,2,,,,13,
Maxar Technologies,SEED-MAX-0009,EP010094481,Multi-spectral imaging payload for land cover classification,[Sample] Multi-spectral imaging payload for land cover classification.,granted_patent,granted,Maxar Technologies,EP,2014-12-02,2014,2015-12-18,2015.0,G01S17/88,Remote Sensing / GPS,6,FAM-MAX-0003,7,,,,26,
Maxar Technologies,SEED-MAX-0010,US010094482,Satellite-derived change detection using convolutional neural networks,[Sample] Satellite-derived change detection using convolutional neural networks.,granted_patent,granted,Maxar Technologies,US,2018-04-18,2018,2020-07-03,2020.0,G06V20/10,Computing / Software,2,FAM-MAX-0003,2,,,,15,
Maxar Technologies,SEED-MAX-0011,US010094483,Spacecraft thermal radiator panel deployment mechanism,[Sample] Spacecraft thermal radiator panel deployment mechanism.,granted_patent,granted,Maxar Technologies,US,2007-02-02,2007,2008-05-22,2008.0,B64G1/50,Spacecraft / Launch Systems,2,FAM-MAX-0003,2,,,,18,
Maxar Technologies,SEED-MAX-0012,US010094484,High-power solar array for GEO communications satellite,[Sample] High-power solar array for GEO communications satellite.,granted_patent,granted,Maxar Technologies,US,2020-02-22,2020,2021-09-04,2021.0,H02S10/40,Power / Electrical Systems,1,FAM-MAX-0004,2,,,,24,
Maxar Technologies,SEED-MAX-0013,US010094485,Satellite attitude estimation with star tracker sensor fusion,[Sample] Satellite attitude estimation with star tracker sensor fusion.,granted_patent,granted,Maxar Technologies,US,2014-04-23,2014,2015-12-17,2015.0,B64G1/36,Spacecraft / Launch Systems,3,FAM-MAX-0004,5,,,,10,
Maxar Technologies,SEED-MAX-0014,US010094486,Precision pointing system for high-resolution optical telescope payload,[Sample] Precision pointing system for high-resolution optical telescope payload.,patent_application,pending,Maxar Technologies,US,2024-02-20,2024,2025-06-13,2025.0,G01C21/24,Remote Sensing / GPS,1,FAM-MAX-0004,5,,,,21,
Planet Labs,SEED-PLA-0000,EP010093628,CubeSat imaging payload with push-broom sensor architecture,[Sample] CubeSat imaging payload with push-broom sensor architecture.,patent_application,pending,Planet Labs,EP,2023-12-16,2023,2026-10-24,2026.0,G01S17/88,Remote Sensing / GPS,6,FAM-PLA-0000,6,,,,21,
Planet Labs,SEED-PLA-0001,US010093629,Daily revisit Earth imaging constellation scheduling algorithm,[Sample] Daily revisit Earth imaging constellation scheduling algorithm.,granted_patent,granted,Planet Labs,US,2014-11-12,2014,2017-03-06,2017.0,B64G1/10,Spacecraft / Launch Systems,3,FAM-PLA-0000,2,,,,25,
Planet Labs,SEED-PLA-0002,EP010093630,Ground station downlink prioritization for high-cadence imaging,[Sample] Ground station downlink prioritization for high-cadence imaging.,granted_patent,granted,Planet Labs,EP,2017-10-13,2017,2019-11-03,2019.0,H04B7/185,Satellite / Wireless Comms,3,FAM-PLA-0000,6,,,,23,
Planet Labs,SEED-PLA-0003,EP010093631,Low-cost satellite attitude control using magnetorquers,[Sample] Low-cost satellite attitude control using magnetorquers.,patent_application,pending,Planet Labs,EP,2021-09-21,2021,2024-08-22,2024.0,B64G1/36,Spacecraft / Launch Systems,5,FAM-PLA-0001,2,,,,14,
Planet Labs,SEED-PLA-0004,US010093632,Automated image quality assessment pipeline for satellite imagery,[Sample] Automated image quality assessment pipeline for satellite imagery.,granted_patent,granted,Planet Labs,US,2022-08-19,2022,2023-08-16,2023.0,G06T7/00,Computing / Software,5,FAM-PLA-0001,5,,,,11,
Planet Labs,SEED-PLA-0005,WO010093633,CubeSat form factor imager with precision focus mechanism,[Sample] CubeSat form factor imager with precision focus mechanism.,granted_patent,granted,Planet Labs,WO,2024-07-11,2024,2027-12-05,2027.0,G01C11/00,Remote Sensing / GPS,6,FAM-PLA-0001,4,,,,23,
Planet Labs,SEED-PLA-0006,US010093634,Satellite imagery analytics platform for agricultural monitoring,[Sample] Satellite imagery analytics platform for agricultural monitoring.,patent_application,pending,Planet Labs,US,2021-10-11,2021,2024-06-25,2024.0,G06V20/10,Computing / Software,5,FAM-PLA-0002,1,,,,12,
Planet Labs,SEED-PLA-0007,US010093635,Miniaturized reaction wheel assembly for nanosatellite pointing,[Sample] Miniaturized reaction wheel assembly for nanosatellite pointing.,granted_patent,granted,Planet Labs,US,2023-05-23,2023,2025-09-20,2025.0,B64G1/28,Spacecraft / Launch Systems,6,FAM-PLA-0002,2,,,,15,
Planet Labs,SEED-PLA-0008,US010093636,Cloud mask generation for multispectral satellite image time series,[Sample] Cloud mask generation for multispectral satellite image time series.,patent_application,pending,Planet Labs,US,2017-09-11,2017,2019-12-14,2019.0,G06V10/25,Computing / Software,6,FAM-PLA-0002,1,,,,8,
Planet Labs,SEED-PLA-0009,US010093637,Rapid manufacturing process for high-volume small satellite production,[Sample] Rapid manufacturing process for high-volume small satellite production.,patent_application,pending,Planet Labs,US,2019-11-17,2019,2021-10-18,2021.0,B64G1/00,Spacecraft / Launch Systems,5,FAM-PLA-0003,2,,,,25,
Relativity Space,SEED-REL-0000,US010005420,Additive manufactured rocket engine combustion chamber,[Sample] Additive manufactured rocket engine combustion chamber.,patent_application,pending,Relativity Space,US,2022-08-03,2022,2023-09-18,2023.0,F02K9/10,Rocket Propulsion,5,FAM-REL-0000,6,,,,9,
Relativity Space,SEED-REL-0001,WO010005421,Large-scale metal 3D printing system for aerospace structures,[Sample] Large-scale metal 3D printing system for aerospace structures.,patent_application,pending,Relativity Space,WO,2021-04-25,2021,2023-08-01,2023.0,B22F10/00,Manufacturing,2,FAM-REL-0000,3,,,,29,
Relativity Space,SEED-REL-0002,US010005422,Bimetallic additive manufactured rocket nozzle with internal cooling channels,[Sample] Bimetallic additive manufactured rocket nozzle with internal cooling channels.,patent_application,pending,Relativity Space,US,2024-05-27,2024,2025-02-13,2025.0,F02K9/00,Rocket Propulsion,5,FAM-REL-0000,4,,,,25,
Relativity Space,SEED-REL-0003,US010005423,Autonomous robotic assembly of additive manufactured rocket components,[Sample] Autonomous robotic assembly of additive manufactured rocket components.,granted_patent,granted,Relativity Space,US,2020-11-17,2020,2023-08-18,2023.0,B25J11/00,Manufacturing,3,FAM-REL-0001,1,,,,28,
Relativity Space,SEED-REL-0004,WO010005424,Printed propellant tank for launch vehicle constructed via direct energy deposition,[Sample] Printed propellant tank for launch vehicle constructed via direct energy deposition.,patent_application,pending,Relativity Space,WO,2017-02-18,2017,2020-04-22,2020.0,B64G1/40,Spacecraft / Launch Systems,3,FAM-REL-0001,2,,,,9,
Relativity Space,SEED-REL-0005,US010005425,Machine learning process control for rocket engine additive manufacturing,[Sample] Machine learning process control for rocket engine additive manufacturing.,granted_patent,granted,Relativity Space,US,2018-11-07,2018,2020-04-24,2020.0,G05B19/418,Computing / Software,4,FAM-REL-0001,1,,,,28,
Relativity Space,SEED-REL-0006,US010005426,Multi-material additive manufactured thrust structure for small launch vehicles,[Sample] Multi-material additive manufactured thrust structure for small launch vehicles.,patent_application,pending,Relativity Space,US,2023-06-13,2023,2025-02-14,2025.0,B64C1/00,Aeronautics / Structures,6,FAM-REL-0002,1,,,,25,
Relativity Space,SEED-REL-0007,US010005427,Software-defined manufacturing workflow for iterative rocket development,[Sample] Software-defined manufacturing workflow for iterative rocket development.,granted_patent,granted,Relativity Space,US,2020-04-09,2020,2023-03-14,2023.0,G05B19/00,Computing / Software,2,FAM-REL-0002,2,,,,25,
Astra Space,SEED-AST-0000,EP010006553,Autogenous pressurization system for small launch vehicle propellant tanks,[Sample] Autogenous pressurization system for small launch vehicle propellant tanks.,granted_patent,granted,Astra Space,EP,2020-09-24,2020,2021-11-20,2021.0,F02K9/44,Rocket Propulsion,2,FAM-AST-0000,7,,,,18,
Astra Space,SEED-AST-0001,US010006554,Avionics architecture for automated small launch vehicle operations,[Sample] Avionics architecture for automated small launch vehicle operations.,granted_patent,granted,Astra Space,US,2016-06-26,2016,2018-01-23,2018.0,B64G1/24,Spacecraft / Launch Systems,5,FAM-AST-0000,4,,,,19,
Astra Space,SEED-AST-0002,WO010006555,Mobile launch platform and vehicle integration for responsive launch,[Sample] Mobile launch platform and vehicle integration for responsive launch.,granted_patent,granted,Astra Space,WO,2020-06-04,2020,2022-06-09,2022.0,B64G5/00,Spacecraft / Launch Systems,4,FAM-AST-0000,1,,,,8,
Astra Space,SEED-AST-0003,US010006556,Propellant cross-feed system for small two-stage launch vehicles,[Sample] Propellant cross-feed system for small two-stage launch vehicles.,granted_patent,granted,Astra Space,US,2018-01-26,2018,2021-11-09,2021.0,F02K9/00,Rocket Propulsion,2,FAM-AST-0001,7,,,,8,
Astra Space,SEED-AST-0004,WO010006557,Compact attitude control module for small launch vehicles,[Sample] Compact attitude control module for small launch vehicles.,patent_application,pending,Astra Space,WO,2023-02-26,2023,2024-04-24,2024.0,B64G1/26,Spacecraft / Launch Systems,6,FAM-AST-0001,6,,,,23,
Astra Space,SEED-AST-0005,US010006558,Rapid manufacturing and assembly process for low-cost launch vehicles,[Sample] Rapid manufacturing and assembly process for low-cost launch vehicles.,granted_patent,granted,Astra Space,US,2021-07-18,2021,2022-03-02,2022.0,B64G1/00,Spacecraft / Launch Systems,3,FAM-AST-0001,4,,,,17,
Astra Space,SEED-AST-0006,US010006559,Trajectory optimization for small launch vehicle to multiple orbits,[Sample] Trajectory optimization for small launch vehicle to multiple orbits.,granted_patent,granted,Astra Space,US,2020-05-10,2020,2023-12-22,2023.0,B64G1/10,Spacecraft / Launch Systems,4,FAM-AST-0002,4,,,,24,
Sierra Nevada / Sierra Space,SEED-SIE-0000,US010099014,Lifting body reentry vehicle thermal protection system,[Sample] Lifting body reentry vehicle thermal protection system.,granted_patent,granted,Sierra Nevada / Sierra Space,US,2016-03-16,2016,2019-01-22,2019.0,B64G1/58,Spacecraft / Launch Systems,3,FAM-SIE-0000,4,,,,27,
Sierra Nevada / Sierra Space,SEED-SIE-0001,US010099015,Cargo integration and deployment system for Dream Chaser orbital vehicle,[Sample] Cargo integration and deployment system for Dream Chaser orbital vehicle.,granted_patent,granted,Sierra Nevada / Sierra Space,US,2010-10-23,2010,2011-03-27,2011.0,B64G1/64,Spacecraft / Launch Systems,4,FAM-SIE-0000,3,,,,14,
Sierra Nevada / Sierra Space,SEED-SIE-0002,US010099016,Inflatable space habitat module pressure vessel and hatch assembly,[Sample] Inflatable space habitat module pressure vessel and hatch assembly.,granted_patent,granted,Sierra Nevada / Sierra Space,US,2020-04-23,2020,2023-03-19,2023.0,B64G1/12,Spacecraft / Launch Systems,1,FAM-SIE-0000,5,,,,14,
Sierra Nevada / Sierra Space,SEED-SIE-0003,US010099017,Reusable orbital vehicle landing gear and airframe structure,[Sample] Reusable orbital vehicle landing gear and airframe structure.,granted_patent,granted,Sierra Nevada / Sierra Space,US,2011-05-13,2011,2012-08-26,2012.0,B64C25/00,Aeronautics / Structures,1,FAM-SIE-0001,1,,,,27,
Sierra Nevada / Sierra Space,SEED-SIE-0004,US010099018,Orbital maneuvering system propulsion for reusable spaceplane,[Sample] Orbital maneuvering system propulsion for reusable spaceplane.,granted_patent,granted,Sierra Nevada / Sierra Space,US,2021-01-16,2021,2023-02-25,2023.0,B64G1/40,Spacecraft / Launch Systems,6,FAM-SIE-0001,3,,,,20,
Sierra Nevada / Sierra Space,SEED-SIE-0005,US010099019,Atmospheric reentry guidance navigation and control for lifting body,[Sample] Atmospheric reentry guidance navigation and control for lifting body.,patent_application,pending,Sierra Nevada / Sierra Space,US,2011-08-13,2011,2012-07-04,2012.0,B64G1/24,Spacecraft / Launch Systems,1,FAM-SIE-0001,1,,,,29,
Sierra Nevada / Sierra Space,SEED-SIE-0006,US010099020,Life support and environmental control for commercial space station module,[Sample] Life support and environmental control for commercial space station module.,granted_patent,granted,Sierra Nevada / Sierra Space,US,2019-03-11,2019,2021-11-12,2021.0,B64G1/58,Spacecraft / Launch Systems,2,FAM-SIE-0002,5,,,,21,
Sierra Nevada / Sierra Space,SEED-SIE-0007,US010099021,Flexible solar array deployment mechanism for orbital platforms,[Sample] Flexible solar array deployment mechanism for orbital platforms.,granted_patent,granted,Sierra Nevada / Sierra Space,US,2015-02-17,2015,2018-11-21,2018.0,B64G1/44,Spacecraft / Launch Systems,4,FAM-SIE-0002,6,,,,29,
Sierra Nevada / Sierra Space,SEED-SIE-0008,US010099022,Docking interface and capture mechanism for commercial cargo vehicle,[Sample] Docking interface and capture mechanism for commercial cargo vehicle.,granted_patent,granted,Sierra Nevada / Sierra Space,US,2023-02-18,2023,2025-05-15,2025.0,B64G1/64,Spacecraft / Launch Systems,3,FAM-SIE-0002,3,,,,20,
SpaceX,SX-PA-001,US10236574B2,Phased array antenna for low Earth orbit satellite communication,"A phased array antenna system for communication with low Earth orbit satellites, comprising a plurality of antenna elements arranged to provide electronically steerable beams with low-latency pointing for broadband user terminals.",granted_patent,granted,Space Exploration Technologies Corp,US,2016-01-20,2016,2019-03-19,2019.0,H01Q3/26|H04B7/195|H01Q21/06,Antenna Design,3,FAM-SX-ANT-001,12,Priority Application,,,24,"Jorgensen, Mark; Kim, David; Patel, Sarah"
SpaceX,SX-PA-002,WO2017127323A1,Phased array antenna for satellite communication (PCT),"International patent application claiming priority to US15/001234, directed to phased array antenna systems for broadband satellite internet terminals.",patent_application,pending,Space Exploration Technologies Corp,WO,2017-01-19,2017,,,H01Q3/26|H04B7/195,Antenna Design,3,FAM-SX-ANT-001,12,PCT Application,SX-PA-001,PCT,20,"Jorgensen, Mark; Kim, David; Patel, Sarah"
SpaceX,SX-PA-003,US10651566B2,Phased array antenna with adaptive beam steering for satellite terminals,"A continuation of US10236574, adding claims directed to adaptive beam steering algorithms for tracking LEO satellites across the sky at high angular rates.",granted_patent,granted,Space Exploration Technologies Corp,US,2018-03-15,2018,2020-05-12,2020.0,H01Q3/26|H04B7/195|H01Q3/22,Antenna Design,3,FAM-SX-ANT-001,12,Continuation,SX-PA-001,Continuation,18,"Jorgensen, Mark; Kim, David; Torres, Carlos"
SpaceX,SX-PA-004,EP3407479B1,Phased array antenna for satellite communication (EP),"European national phase entry of WO2017127323, granted after substantive examination by the European Patent Office with amended claims directed to terminal hardware.",granted_patent,granted,Space Exploration Technologies Corp,EP,2018-07-20,2018,2021-04-14,2021.0,H01Q3/26|H04B7/195,Antenna Design,3,FAM-SX-ANT-001,12,EP National Phase,SX-PA-002,EP National Phase,15,"Jorgensen, Mark; Kim, David; Patel, Sarah"
SpaceX,SX-PA-005,JP6887462B2,Phased array antenna for satellite communication (JP),"Japan national phase entry of WO2017127323, granted by the Japan Patent Office covering phased array antenna systems for broadband satellite services.",granted_patent,granted,Space Exploration Technologies Corp,JP,2018-07-20,2018,2021-05-19,2021.0,H01Q3/26|H04B7/195,Antenna Design,3,FAM-SX-ANT-001,12,JP National Phase,SX-PA-002,JP National Phase,12,"Jorgensen, Mark; Kim, David; Patel, Sarah"
SpaceX,SX-PA-006,CN109075454B,Phased array antenna for satellite communication (CN),"China national phase entry of WO2017127323, granted by CNIPA after prosecution including responses to office actions relating to claim scope.",granted_patent,granted,Space Exploration Technologies Corp,CN,2018-09-18,2018,2022-01-07,2022.0,H01Q3/26|H04B7/195,Antenna Design,3,FAM-SX-ANT-001,12,CN National Phase,SX-PA-002,CN National Phase,10,"Jorgensen, Mark; Kim, David; Patel, Sarah"
SpaceX,SX-PA-007,CA3012101A1,Phased array antenna for satellite communication (CA),"Canada national phase entry of WO2017127323, currently pending examination at the Canadian Intellectual Property Office.",patent_application,pending,Space Exploration Technologies Corp,CA,2018-07-20,2018,,,H01Q3/26|H04B7/195,Antenna Design,3,FAM-SX-ANT-001,12,CA National Phase,SX-PA-002,CA National Phase,18,"Jorgensen, Mark; Kim, David; Patel, Sarah"
SpaceX,SX-PA-008,US11005188B2,Beam steering method and apparatus for satellite user terminal,"A divisional of US10236574, directed to method claims for dynamically steering phased array antenna beams to maintain link with passing LEO satellites.",granted_patent,granted,Space Exploration Technologies Corp,US,2020-02-25,2020,2021-05-11,2021.0,H01Q3/26|H04B7/195|H04W36/00,Antenna Design,2,FAM-SX-ANT-001,12,Divisional,SX-PA-001,Divisional,16,"Jorgensen, Mark; Kim, David"
SpaceX,SX-PA-009,US11296426B2,Phased array antenna with MIMO capability for satellite broadband,"A continuation of US10651566, adding claims directed to MIMO spatial multiplexing configurations for phased array satellite terminals to improve throughput.",granted_patent,granted,Space Exploration Technologies Corp,US,2021-02-01,2021,2022-04-05,2022.0,H01Q3/26|H01Q21/00|H04B7/0456,Antenna Design,3,FAM-SX-ANT-001,12,Continuation,SX-PA-003,Continuation,22,"Kim, David; Torres, Carlos; Walsh, Emily"
SpaceX,SX-PA-010,US20210384631A1,Electronically steerable antenna with reconfigurable aperture for satellite terminals,A continuation-in-part of US10651566 introducing new matter directed to reconfigurable aperture configurations allowing software-defined beam patterns.,patent_application,pending,Space Exploration Technologies Corp,US,2021-08-16,2021,,,H01Q3/44|H01Q21/00|H04B7/195,Antenna Design,3,FAM-SX-ANT-001,12,Continuation-in-Part,SX-PA-003,Continuation-in-Part,28,"Torres, Carlos; Walsh, Emily; Nguyen, Linh"
SpaceX,SX-PA-011,AU2017210840B2,Phased array antenna for satellite communication (AU),"Australia national phase entry of WO2017127323, granted by IP Australia covering the core phased array terminal architecture.",granted_patent,granted,Space Exploration Technologies Corp,AU,2018-07-20,2018,2020-11-12,2020.0,H01Q3/26|H04B7/195,Antenna Design,3,FAM-SX-ANT-001,12,AU National Phase,SX-PA-002,AU National Phase,14,"Jorgensen, Mark; Kim, David; Patel, Sarah"
SpaceX,SX-PA-012,US11588228B2,Low-power phased array antenna for satellite IoT terminal,"A continuation of US11296426, narrowing claims to low-power configurations targeting IoT and machine-type communication use cases on the Starlink network.",granted_patent,granted,Space Exploration Technologies Corp,US,2022-03-10,2022,2023-02-21,2023.0,H01Q3/26|H04B7/195|H04W84/18,Antenna Design,2,FAM-SX-ANT-001,12,Continuation,SX-PA-009,Continuation,14,"Kim, David; Walsh, Emily"
SpaceX,SX-SB-001,US10800551B2,Flat-panel satellite with stowable solar arrays and integrated ion thruster,"A flat-panel satellite design enabling high-density stacking within a launch vehicle fairing, with stowable solar arrays that deploy on orbit and an integrated Krypton ion propulsion system for station keeping and deorbit.",granted_patent,granted,Space Exploration Technologies Corp,US,2016-09-15,2016,2020-10-13,2020.0,B64G1/28|B64G1/40|H02S10/40,Spacecraft / Launch Systems,3,FAM-SX-SB-001,6,Priority Application,,,32,"Riggs, Brian; Meneghetti, Luca; Sharma, Priya"
SpaceX,SX-SB-002,WO2018022254A1,Flat-panel satellite bus design (PCT),"International patent application for the Starlink satellite bus architecture, claiming priority to US15/267389 and covering the flat-panel form factor and stacked launch configuration.",patent_application,pending,Space Exploration Technologies Corp,WO,2017-08-01,2017,,,B64G1/28|B64G1/40,Spacecraft / Launch Systems,3,FAM-SX-SB-001,6,PCT Application,SX-SB-001,PCT,26,"Riggs, Brian; Meneghetti, Luca; Sharma, Priya"
SpaceX,SX-SB-003,US11286062B2,Satellite deployment mechanism for high-density stacked launch configuration,A continuation of US10800551 directed to claims covering the deployment sequencing mechanism that releases individual satellites from a stacked launch configuration without contact between adjacent spacecraft.,granted_patent,granted,Space Exploration Technologies Corp,US,2018-11-20,2018,2022-03-29,2022.0,B64G1/64|B64G1/28|B64G1/10,Spacecraft / Launch Systems,3,FAM-SX-SB-001,6,Continuation,SX-SB-001,Continuation,20,"Riggs, Brian; Chen, Wei; Patel, Anika"
SpaceX,SX-SB-004,EP3490902B1,Flat-panel satellite bus with ion propulsion (EP),"European national phase entry of WO2018022254, covering the flat-panel satellite architecture with integrated propulsion for large LEO constellations.",granted_patent,granted,Space Exploration Technologies Corp,EP,2019-01-18,2019,2022-04-27,2022.0,B64G1/28|B64G1/40,Spacecraft / Launch Systems,3,FAM-SX-SB-001,6,EP National Phase,SX-SB-002,EP National Phase,18,"Riggs, Brian; Meneghetti, Luca; Sharma, Priya"
SpaceX,SX-SB-005,JP7008011B2,Flat-panel satellite bus with stowable solar array (JP),Japan national phase entry of WO2018022254 covering stowable solar array deployment methods for flat-panel satellite configurations.,granted_patent,granted,Space Exploration Technologies Corp,JP,2019-01-18,2019,2022-01-14,2022.0,B64G1/28|B64G1/44,Spacecraft / Launch Systems,2,FAM-SX-SB-001,6,JP National Phase,SX-SB-002,JP National Phase,14,"Riggs, Brian; Meneghetti, Luca"
SpaceX,SX-SB-006,US11027867B2,Ion propulsion station keeping and deorbit method for LEO satellite,A divisional of US10800551 directed specifically to method claims for using Krypton ion propulsion to maintain orbital altitude and perform controlled atmospheric deorbit within regulatory timelines.,granted_patent,granted,Space Exploration Technologies Corp,US,2019-06-04,2019,2021-06-08,2021.0,B64G1/40|B64G1/26,Spacecraft / Launch Systems,2,FAM-SX-SB-001,6,Divisional,SX-SB-001,Divisional,16,"Meneghetti, Luca; Sharma, Priya"
SpaceX,SX-ISL-001,US11502751B2,Free-space optical terminal for inter-satellite links in LEO constellations,"A free-space optical communication terminal for establishing inter-satellite links between LEO spacecraft, enabling a mesh network without ground-station relay hops and reducing end-to-end latency for transoceanic traffic.",granted_patent,granted,Space Exploration Technologies Corp,US,2018-04-23,2018,2022-11-15,2022.0,H04B10/112|H04B10/11|H01Q1/12,Satellite / Wireless Comms,3,FAM-SX-ISL-001,5,Priority Application,,,30,"Ellis, Rachel; Park, Jin-Ho; Bergmann, Felix"
SpaceX,SX-ISL-002,WO2019209799A1,Inter-satellite optical link terminal (PCT),"International filing claiming priority to US15/960432, covering the optical terminal design for bidirectional inter-satellite links between Starlink v2 satellites.",patent_application,pending,Space Exploration Technologies Corp,WO,2019-04-22,2019,,,H04B10/112|H04B10/11,Satellite / Wireless Comms,3,FAM-SX-ISL-001,5,PCT Application,SX-ISL-001,PCT,24,"Ellis, Rachel; Park, Jin-Ho; Bergmann, Felix"
